# lidar_stamp x y z roll pitch yaw
1577858810875182 21.287442 -264.426594 2.071569 -3.137263 -3.131671 1.852312 
1577858810975396 21.550765 -265.326944 2.080869 -3.137883 -3.133407 1.859651 
1577858811075666 21.824562 -266.284766 2.088701 -3.138091 -3.134152 1.868420 
1577858811175701 22.151004 -267.283553 2.096890 -3.137802 -3.134184 1.876136 
1577858811275340 22.455498 -268.243511 2.103648 -3.137090 -3.134074 1.884395 
1577858811375374 22.771376 -269.214025 2.112318 -3.134391 -3.134941 1.893203 
1577858811475116 23.065417 -270.088818 2.119034 -3.132881 -3.136073 1.901309 
1577858811575497 23.394964 -271.034720 2.125579 -3.132396 -3.134258 1.910216 
1577858811675344 23.739886 -271.993118 2.135031 -3.132898 -3.131964 1.919577 
1577858811775626 24.044321 -272.870875 2.145253 -3.134788 -3.131897 1.929375 
1577858811875663 24.410964 -273.799706 2.156764 -3.134957 -3.134949 1.938674 
1577858811975551 24.770120 -274.736468 2.165068 -3.134482 -3.138213 1.948994 
1577858812074916 25.121702 -275.601015 2.170318 -3.133822 -3.138743 1.958824 
1577858812175706 25.502470 -276.507649 2.177392 -3.132576 -3.137639 1.969440 
1577858812275308 25.853456 -277.342836 2.179579 -3.131167 -3.136481 1.979630 
1577858812375630 26.259647 -278.252390 2.188513 -3.130484 -3.135918 1.990996 
1577858812476944 26.660265 -279.150539 2.197236 -3.130966 -3.136190 2.002120 
1577858812575277 27.029514 -279.953556 2.203242 -3.132928 -3.136799 2.012206 
1577858812674914 27.450270 -280.821207 2.209847 -3.133254 -3.137110 2.023251 
1577858812775191 27.870195 -281.679168 2.214771 -3.132587 -3.135793 2.034263 
1577858812875270 28.273598 -282.491401 2.221168 -3.131626 -3.133547 2.045060 
1577858812975539 28.693430 -283.286742 2.227399 -3.130723 -3.132962 2.054854 
1577858813075161 29.105349 -284.073256 2.235550 -3.130384 -3.133649 2.066077 
1577858813175168 29.601781 -284.978130 2.243765 -3.130285 -3.134472 2.076881 
1577858813274876 30.027006 -285.731445 2.249599 -3.130175 -3.134044 2.086600 
1577858813375667 30.512698 -286.575442 2.257250 -3.130456 -3.133300 2.097367 
1577858813475618 30.998615 -287.411940 2.265829 -3.131689 -3.132515 2.108095 
1577858813575461 31.448450 -288.150686 2.274448 -3.132528 -3.130999 2.117459 
1577858813675121 31.946749 -288.967646 2.284904 -3.132608 -3.129351 2.127334 
1577858813775195 32.414414 -289.711494 2.296221 -3.133630 -3.129423 2.135825 
1577858813875415 32.936732 -290.525331 2.306974 -3.134463 -3.130832 2.144563 
1577858813975500 33.442631 -291.293036 2.316813 -3.134907 -3.132410 2.152536 
1577858814075113 33.965582 -292.085296 2.325044 -3.134777 -3.132112 2.160365 
1577858814175426 34.503595 -292.881498 2.334687 -3.135215 -3.130942 2.167739 
1577858814274993 34.990973 -293.595455 2.344648 -3.136363 -3.129748 2.173591 
1577858814375100 35.537493 -294.383530 2.356742 -3.137020 -3.130566 2.179100 
1577858814475718 36.071243 -295.152805 2.366813 -3.138066 -3.132155 2.183945 
1577858814575531 36.610107 -295.907519 2.376452 -3.139004 -3.132522 2.187134 
1577858814675342 37.148910 -296.663897 2.385367 -3.139959 -3.131222 2.189430 
1577858814775365 37.701328 -297.441215 2.396240 -3.139968 -3.129706 2.190661 
1577858814874974 38.206005 -298.147318 2.407587 -3.140684 -3.129332 2.191364 
1577858814975028 38.760431 -298.923421 2.419564 -3.141315 -3.130100 2.191357 
1577858815075354 39.309368 -299.693805 2.430489 3.141307 -3.131259 2.190939 
1577858815175458 39.824540 -300.417346 2.438993 3.140931 -3.131994 2.190382 
1577858815275898 40.384452 -301.199942 2.448208 3.140747 -3.131760 2.189425 
1577858815375485 40.932455 -301.967407 2.457926 3.140093 -3.131684 2.188763 
1577858815474899 41.428696 -302.669149 2.467235 3.139995 -3.132137 2.187913 
1577858815574989 41.951268 -303.404323 2.476845 3.139486 -3.132538 2.187175 
1577858815675359 42.500929 -304.174929 2.485829 3.138673 -3.131766 2.186165 
1577858815775389 43.045750 -304.945457 2.496699 3.139062 -3.131566 2.185120 
1577858815875027 43.531270 -305.640194 2.505772 3.139800 -3.131936 2.183897 
1577858815975799 44.075033 -306.409912 2.515118 3.140462 -3.133071 2.182846 
1577858816074870 44.552308 -307.093201 2.523016 3.141567 -3.133063 2.181827 
1577858816174936 45.095123 -307.862686 2.530935 -3.140849 -3.132666 2.180972 
1577858816275229 45.584626 -308.568402 2.539284 -3.140700 -3.131761 2.180028 
1577858816375353 46.104299 -309.322471 2.549648 -3.140452 -3.131210 2.178882 
1577858816474911 46.590403 -310.018292 2.558717 -3.140255 -3.131312 2.178041 
1577858816575197 47.096838 -310.735961 2.568059 -3.140439 -3.131930 2.177151 
1577858816674801 47.620860 -311.493989 2.576602 -3.140050 -3.132632 2.176238 
1577858816775071 48.103164 -312.185911 2.585826 -3.140426 -3.132817 2.175577 
1577858816875168 48.553753 -312.854462 2.592848 -3.140231 -3.132620 2.174844 
1577858816975342 49.058113 -313.572518 2.601305 -3.140035 -3.132592 2.174269 
1577858817074926 49.554791 -314.280096 2.609667 -3.140223 -3.133026 2.173881 
1577858817174452 50.047959 -315.003248 2.617178 -3.140219 -3.133941 2.173298 
1577858817274766 50.502776 -315.664604 2.622128 -3.140979 -3.134320 2.172911 
1577858817374849 50.956697 -316.324437 2.629067 3.141447 -3.134317 2.172542 
1577858817475117 51.450456 -317.042318 2.636526 3.141070 -3.133820 2.171957 
1577858817575324 51.892064 -317.675889 2.643224 3.140868 -3.133153 2.171758 
1577858817674834 52.362947 -318.369911 2.650472 3.140314 -3.133160 2.171113 
1577858817774439 52.785439 -318.983241 2.657991 3.139226 -3.133918 2.170613 
1577858817874728 53.225153 -319.622202 2.664740 3.137458 -3.134488 2.170225 
1577858817974784 53.703854 -320.315879 2.671981 3.137273 -3.134480 2.169648 
1577858818075227 54.155867 -320.985202 2.679008 3.137467 -3.133714 2.169016 
1577858818175133 54.605840 -321.650974 2.687002 3.136024 -3.133323 2.168009 
1577858818274759 55.022039 -322.258133 2.692466 3.135960 -3.132930 2.166596 
1577858818374360 55.450259 -322.891437 2.701168 3.136447 -3.131488 2.164791 
1577858818474669 55.873179 -323.513156 2.710764 3.137519 -3.130654 2.162256 
1577858818574744 56.309723 -324.163838 2.720625 3.137570 -3.130782 2.158517 
1577858818675502 56.735995 -324.799431 2.730349 3.138157 -3.131557 2.153998 
1577858818775195 57.137006 -325.413164 2.738882 3.137817 -3.132891 2.148639 
1577858818874791 57.530326 -326.016312 2.746320 3.138245 -3.133679 2.142808 
1577858818975020 57.937647 -326.647509 2.753379 3.137657 -3.132667 2.135897 
1577858819074790 58.302469 -327.227283 2.761246 3.136470 -3.133157 2.129106 
1577858819175543 58.703458 -327.868846 2.766040 3.134364 -3.133494 2.120893 
1577858819274928 59.085967 -328.504414 2.771787 3.133535 -3.133228 2.111725 
1577858819375089 59.429134 -329.073719 2.778933 3.133019 -3.132951 2.103046 
1577858819475345 59.768516 -329.659369 2.786235 3.131830 -3.132836 2.093809 
1577858819574986 60.132182 -330.291503 2.792959 3.131477 -3.133000 2.083731 
1577858819674503 60.449637 -330.863664 2.800147 3.131680 -3.132546 2.074688 
1577858819774609 60.788903 -331.500770 2.807931 3.131987 -3.132087 2.064802 
1577858819874911 61.131319 -332.120895 2.815554 3.130670 -3.132491 2.055073 
1577858819975018 61.418278 -332.688748 2.821717 3.129531 -3.134210 2.046448 
1577858820074929 61.727503 -333.300394 2.827181 3.129017 -3.137441 2.037030 
1577858820174908 62.036906 -333.915616 2.831872 3.130151 -3.139432 2.027612 
1577858820274510 62.308378 -334.476154 2.833201 3.132525 -3.136972 2.018936 
1577858820374875 62.595037 -335.080851 2.836493 3.133652 -3.132050 2.009177 
1577858820474942 62.883516 -335.693891 2.843068 3.134125 -3.127631 1.999061 
1577858820574983 63.145150 -336.286971 2.855792 3.133449 -3.125225 1.989490 
1577858820674640 63.398337 -336.876485 2.867501 3.134493 -3.125726 1.979647 
1577858820774868 63.655369 -337.449531 2.879092 3.135342 -3.126233 1.970241 
1577858820874540 63.906199 -338.044352 2.888526 3.135209 -3.125966 1.959277 
1577858820974514 64.152494 -338.656669 2.898126 3.134879 -3.125687 1.946477 
1577858821074896 64.363513 -339.209309 2.908263 3.132996 -3.125604 1.934131 
1577858821174895 64.592066 -339.810095 2.918690 3.130972 -3.126159 1.919679 
1577858821275211 64.794042 -340.375749 2.926877 3.129264 -3.127342 1.904903 
1577858821374804 64.987068 -340.932058 2.934980 3.127103 -3.128172 1.888754 
1577858821474531 65.171395 -341.519496 2.943139 3.125447 -3.127886 1.873078 
1577858821574464 65.342883 -342.095006 2.951677 3.125005 -3.127779 1.855257 
1577858821674146 65.499904 -342.674610 2.959490 3.124625 -3.127857 1.836087 
1577858821774403 65.650188 -343.213440 2.967981 3.124229 -3.127570 1.818808 
1577858821874631 65.794675 -343.809495 2.975679 3.123677 -3.127648 1.798227 
1577858821974784 65.925042 -344.386364 2.983813 3.122946 -3.127727 1.776699 
1577858822075384 66.028424 -344.916150 2.992012 3.123164 -3.127624 1.755966 
1577858822174423 66.122195 -345.454694 2.998707 3.123394 -3.127330 1.734211 
1577858822274252 66.203998 -345.995020 3.006721 3.125200 -3.126238 1.711175 
1577858822374320 66.268515 -346.513040 3.014100 3.127682 -3.123893 1.690160 
1577858822477417 66.327603 -347.098395 3.023982 3.129016 -3.121048 1.665906 
1577858822574735 66.375603 -347.627999 3.035358 3.130378 -3.121122 1.643272 
1577858822674308 66.401109 -348.163646 3.044914 3.131777 -3.122574 1.620763 
1577858822774445 66.420032 -348.677017 3.053951 3.134261 -3.123367 1.599235 
1577858822873984 66.430624 -349.220619 3.063229 3.134574 -3.123870 1.576730 
1577858822974291 66.422234 -349.756405 3.071810 3.132970 -3.123806 1.553721 
1577858823074477 66.407556 -350.266952 3.081216 3.130089 -3.122250 1.531737 
1577858823174661 66.382655 -350.790071 3.088505 3.130420 -3.119536 1.510070 
1577858823275292 66.341279 -351.350764 3.099951 3.133655 -3.118916 1.486252 
1577858823374383 66.288527 -351.905876 3.111998 3.135963 -3.121018 1.462107 
1577858823474083 66.221112 -352.454806 3.121837 3.131911 -3.123574 1.438582 
1577858823574378 66.146868 -352.969906 3.129699 3.126444 -3.125900 1.416265 
1577858823674637 66.055370 -353.510309 3.137138 3.124192 -3.127560 1.391150 
1577858823774637 65.933207 -354.131819 3.144020 3.125320 -3.127242 1.366416 
1577858823874702 65.822532 -354.657416 3.151997 3.126270 -3.124867 1.343552 
1577858823974341 65.682394 -355.225568 3.161389 3.125641 -3.121613 1.317841 
1577858824074165 65.521666 -355.813480 3.172142 3.126333 -3.118509 1.291586 
1577858824174388 65.331969 -356.384552 3.184422 3.127749 -3.117791 1.265451 
1577858824276864 65.146895 -356.970928 3.198008 3.127616 -3.118383 1.240628 
1577858824374559 64.937420 -357.571016 3.211166 3.126245 -3.119829 1.214022 
1577858824474660 64.727809 -358.107480 3.222658 3.127246 -3.121266 1.189925 
1577858824574224 64.481543 -358.700451 3.234549 3.129903 -3.120188 1.163053 
1577858824674483 64.222455 -359.243197 3.244179 3.130500 -3.117703 1.135733 
1577858824774080 63.933535 -359.877481 3.257457 3.129740 -3.115935 1.108873 
1577858824874355 63.649602 -360.430607 3.273517 3.128750 -3.118035 1.084040 
1577858824974602 63.355792 -360.968715 3.284145 3.126660 -3.122083 1.060672 
1577858825074718 63.006279 -361.577987 3.295699 3.128212 -3.127574 1.033758 
1577858825174190 62.675223 -362.112286 3.303439 3.127987 -3.129743 1.010001 
1577858825274627 62.311315 -362.681704 3.308961 3.128652 -3.130064 0.984310 
1577858825374657 61.894244 -363.291774 3.314892 3.127806 -3.130364 0.956786 
1577858825475467 61.504922 -363.831519 3.319149 3.129985 -3.130090 0.931757 
1577858825574461 61.072371 -364.394674 3.324343 3.130519 -3.131033 0.904984 
1577858825674326 60.650451 -364.922828 3.327816 3.131301 -3.132792 0.879657 
1577858825775043 60.178096 -365.471807 3.330203 3.131585 -3.134098 0.852395 
1577858825874418 59.678224 -366.036219 3.332751 3.133095 -3.133202 0.825385 
1577858825975325 59.184132 -366.557801 3.335894 3.135058 -3.130690 0.799865 
1577858826074760 58.670972 -367.070247 3.341290 3.135612 -3.128115 0.775020 
1577858826174379 58.133297 -367.577448 3.349236 3.136607 -3.125859 0.751470 
1577858826274038 57.561664 -368.097343 3.358765 3.138087 -3.124714 0.728841 
1577858826374450 57.020667 -368.571881 3.367895 3.140060 -3.124265 0.709965 
1577858826474425 56.406341 -369.085376 3.377483 3.140151 -3.125730 0.690971 
1577858826574436 55.846456 -369.544895 3.386619 3.138859 -3.125659 0.675374 
1577858826674340 55.252733 -370.014447 3.396159 3.138615 -3.124069 0.660372 
1577858826774332 54.603498 -370.511499 3.406324 3.140354 -3.122716 0.646421 
1577858826873966 53.998177 -370.963896 3.415879 -3.141020 -3.119366 0.635478 
1577858826974162 53.333049 -371.449600 3.430046 -3.140248 -3.117995 0.625445 
1577858827074332 52.662654 -371.923809 3.445129 -3.139989 -3.118244 0.617749 
1577858827174470 52.002085 -372.392586 3.461100 -3.138642 -3.119200 0.612060 
1577858827274115 51.366812 -372.840264 3.472086 -3.137045 -3.121581 0.608483 
1577858827374294 50.695337 -373.297790 3.483471 -3.136643 -3.123102 0.606026 
1577858827474376 49.972477 -373.796649 3.492326 -3.136430 -3.122776 0.603605 
1577858827574070 49.342663 -374.231410 3.501775 -3.136422 -3.121249 0.602559 
1577858827674734 48.625881 -374.721272 3.513042 -3.137939 -3.119863 0.601561 
1577858827773884 47.922009 -375.210031 3.521238 -3.138506 -3.119516 0.601012 
1577858827873965 47.242592 -375.666802 3.529326 -3.138508 -3.120632 0.601212 
1577858827974261 46.506631 -376.180005 3.535991 -3.138507 -3.122250 0.601032 
1577858828074895 45.838133 -376.637724 3.542092 -3.138509 -3.124053 0.601238 
1577858828174618 45.097765 -377.145854 3.555442 -3.137749 -3.125839 0.601669 
1577858828274255 44.350912 -377.657555 3.556625 -3.136707 -3.126948 0.602028 
1577858828373886 43.631892 -378.154594 3.557849 -3.135849 -3.128127 0.602421 
1577858828473915 42.915240 -378.648591 3.559657 -3.134516 -3.128957 0.602618 
1577858828574199 42.177938 -379.155846 3.561846 -3.133925 -3.129430 0.603006 
1577858828674277 41.406192 -379.679414 3.566099 -3.132423 -3.129136 0.603196 
1577858828774593 40.694249 -380.167345 3.570040 -3.131089 -3.127889 0.603569 
1577858828874197 39.936040 -380.691700 3.575346 -3.129952 -3.127312 0.604332 
1577858828973825 39.192147 -381.207078 3.582561 -3.129043 -3.127305 0.605291 
1577858829073885 38.429678 -381.733928 3.590771 -3.127869 -3.127490 0.606059 
1577858829174277 37.648560 -382.274796 3.601526 -3.125939 -3.128306 0.607024 
1577858829274329 36.843270 -382.836229 3.607044 -3.127623 -3.131418 0.607431 
1577858829374556 36.087991 -383.358295 3.610327 -3.129059 -3.131260 0.607238 
1577858829474138 35.313841 -383.900499 3.614807 -3.128914 -3.127731 0.607020 
1577858829573855 34.552604 -384.434082 3.619201 -3.126745 -3.122003 0.606592 
1577858829673850 33.735775 -385.000762 3.631557 -3.126405 -3.120297 0.606387 
1577858829774036 32.963009 -385.528159 3.645950 -3.128062 -3.121955 0.606400 
1577858829874571 32.135206 -386.103551 3.656402 -3.127050 -3.124493 0.606419 
1577858829973852 31.367960 -386.638701 3.667274 -3.127111 -3.125577 0.606620 
1577858830074089 30.547112 -387.200214 3.678359 -3.127111 -3.124401 0.606610 
1577858830173756 29.751475 -387.752945 3.696863 -3.127493 -3.122524 0.606788 
1577858830274428 28.947776 -388.314019 3.712453 -3.128446 -3.121953 0.606592 
1577858830373994 28.097881 -388.898408 3.723572 -3.128257 -3.122715 0.606790 
1577858830474429 27.278306 -389.471032 3.735817 -3.128448 -3.122906 0.606791 
1577858830575053 26.467413 -390.024705 3.747035 -3.128448 -3.122715 0.606790 
1577858830674034 25.687152 -390.566369 3.758879 -3.129713 -3.122402 0.606787 
1577858830773830 24.823218 -391.161822 3.769266 -3.130932 -3.122143 0.606786 
1577858830873769 23.979404 -391.753596 3.774661 -3.131882 -3.121950 0.606976 
1577858830973996 23.141781 -392.328328 3.785104 -3.133034 -3.122524 0.606788 
1577858831074420 22.252995 -392.948290 3.785928 -3.133979 -3.124736 0.606805 
1577858831175807 21.438107 -393.512345 3.801033 -3.133791 -3.127194 0.607016 
1577858831273991 20.482098 -394.178018 3.772716 -3.133297 -3.131104 0.607429 
1577858831373607 19.628566 -394.780312 3.752841 -3.132094 -3.130341 0.607423 
1577858831473656 18.693071 -395.430019 3.766409 -3.131283 -3.130148 0.607614 
1577858831573946 17.827701 -396.034403 3.775517 -3.130073 -3.130439 0.607806 
1577858831674176 17.028424 -396.583948 3.782195 -3.129220 -3.129956 0.607803 
1577858831773658 16.153755 -397.189327 3.787780 -3.129300 -3.128317 0.607982 
1577858831873933 15.356205 -397.744697 3.789735 -3.126390 -3.127855 0.608172 
1577858831973580 14.487229 -398.343748 3.792906 -3.125028 -3.129774 0.608385 
1577858832073613 13.601662 -398.964394 3.793509 -3.125031 -3.132569 0.608782 
1577858832173905 12.741070 -399.559447 3.800155 -3.124576 -3.132884 0.609168 
1577858832274844 11.913469 -400.133377 3.792956 -3.125536 -3.129518 0.609334 
1577858832374270 10.995432 -400.779054 3.788475 -3.126591 -3.125777 0.609305 
1577858832473882 10.058181 -401.427948 3.790395 -3.125036 -3.125747 0.609374 
1577858832573627 9.213797 -402.015075 3.791968 -3.125761 -3.128183 0.609707 
1577858832673564 8.297887 -402.661066 3.791467 -3.125425 -3.129557 0.610102 
1577858832773860 7.392436 -403.289325 3.789838 -3.126765 -3.128981 0.610673 
1577858832874090 6.462708 -403.936727 3.785378 -3.128291 -3.127264 0.610660 
1577858832974214 5.557320 -404.565801 3.787735 -3.128849 -3.125547 0.610647 
1577858833073849 4.605853 -405.237596 3.795832 -3.130199 -3.124463 0.610639 
1577858833173796 3.700715 -405.866378 3.812488 -3.130319 -3.124708 0.611023 
1577858833273653 2.790283 -406.501395 3.818284 -3.131539 -3.125161 0.611219 
1577858833373815 1.811073 -407.187694 3.822218 -3.132400 -3.125732 0.611415 
1577858833473973 0.934015 -407.805634 3.829416 -3.133831 -3.126494 0.611612 
1577858833574220 -0.021867 -408.473540 3.835460 -3.134786 -3.127877 0.611815 
1577858833674129 -0.907443 -409.098207 3.840499 -3.133881 -3.129973 0.611975 
1577858833773407 -1.876630 -409.776622 3.843348 -3.132120 -3.131639 0.612227 
1577858833873521 -2.785139 -410.419417 3.840833 -3.131618 -3.131325 0.612415 
1577858833973804 -3.709518 -411.068866 3.844626 -3.129788 -3.128347 0.612585 
1577858834073914 -4.757214 -411.807313 3.852461 -3.129381 -3.126557 0.612692 
1577858834173624 -5.648692 -412.431700 3.867165 -3.130789 -3.126103 0.612761 
1577858834273774 -6.528408 -413.051975 3.876720 -3.129454 -3.126676 0.612765 
1577858834373373 -7.534541 -413.762912 3.882289 -3.129019 -3.129998 0.612982 
1577858834473511 -8.524700 -414.454389 3.885555 -3.130619 -3.133158 0.613197 
1577858834573770 -9.470048 -415.125741 3.887324 -3.131562 -3.131231 0.613182 
1577858834673876 -10.467363 -415.821364 3.894348 -3.131470 -3.124980 0.612943 
1577858834773512 -11.359893 -416.456788 3.904530 -3.129877 -3.122479 0.612733 
1577858834873769 -12.381114 -417.172934 3.917502 -3.129404 -3.123863 0.612743 
1577858834973443 -13.362976 -417.858664 3.933374 -3.127368 -3.126191 0.612953 
1577858835073439 -14.265604 -418.492467 3.943121 -3.125295 -3.127245 0.613152 
1577858835173679 -15.266556 -419.202885 3.956700 -3.126069 -3.128580 0.613116 
1577858835273821 -16.224712 -419.879912 3.962922 -3.127479 -3.127315 0.613152 
1577858835373608 -17.194679 -420.554474 3.967232 -3.129062 -3.124536 0.613131 
1577858835473648 -18.193419 -421.262213 3.981729 -3.127929 -3.120094 0.612907 
1577858835576042 -19.126356 -421.916087 3.997139 -3.128530 -3.119263 0.612901 
1577858835673379 -20.103254 -422.598836 4.014581 -3.128310 -3.121768 0.612919 
1577858835773609 -21.096708 -423.292493 4.028918 -3.128503 -3.122858 0.613119 
1577858835874187 -22.032571 -423.951814 4.039589 -3.128712 -3.121312 0.612916 
1577858835974094 -23.029163 -424.651691 4.055911 -3.128881 -3.120189 0.612817 
1577858836073647 -23.946520 -425.301312 4.069494 -3.128881 -3.120572 0.612719 
1577858836173294 -24.921787 -425.983088 4.089075 -3.129452 -3.120382 0.612525 
1577858836273376 -25.928748 -426.686063 4.107003 -3.129357 -3.117995 0.612215 
1577858836375182 -26.875128 -427.350442 4.123414 -3.129600 -3.115390 0.611912 
1577858836474256 -27.857229 -428.035878 4.150439 -3.129714 -3.114476 0.611521 
1577858836573342 -28.812530 -428.704638 4.173289 -3.129381 -3.114353 0.611329 
1577858836673646 -29.747941 -429.359318 4.197161 -3.127913 -3.113334 0.611130 
1577858836773223 -30.702994 -430.026526 4.225752 -3.126383 -3.112384 0.610738 
1577858836873266 -31.728704 -430.743509 4.250454 -3.126862 -3.112483 0.610639 
1577858836973521 -32.615611 -431.365890 4.277729 -3.128436 -3.113339 0.610404 
1577858837073788 -33.629473 -432.072835 4.305848 -3.130767 -3.111887 0.610351 
1577858837173299 -34.549188 -432.716747 4.336642 -3.130364 -3.107842 0.609937 
1577858837273483 -35.544271 -433.414299 4.371833 -3.132476 -3.105970 0.609539 
1577858837373107 -36.455562 -434.050436 4.405366 -3.131769 -3.107948 0.609554 
1577858837473378 -37.442636 -434.750242 4.443532 -3.131315 -3.109928 0.609377 
1577858837573926 -38.454802 -435.454894 4.476459 -3.129863 -3.109916 0.609185 
1577858837673625 -39.395477 -436.112550 4.510639 -3.128465 -3.109535 0.608991 
1577858837773251 -40.359923 -436.786488 4.541965 -3.129989 -3.107331 0.608782 
1577858837873453 -41.282193 -437.423378 4.575018 -3.128286 -3.104976 0.608573 
1577858837973061 -42.267188 -438.110429 4.615809 -3.128533 -3.104773 0.608188 
1577858838073147 -43.277449 -438.815434 4.653269 -3.130676 -3.103124 0.607916 
1577858838173418 -44.212041 -439.459429 4.696668 -3.130932 -3.099926 0.607766 
1577858838273599 -45.217719 -440.156655 4.740227 -3.130852 -3.098100 0.607561 
1577858838373810 -46.150373 -440.805983 4.778350 -3.131692 -3.098289 0.607371 
1577858838473497 -47.169436 -441.506574 4.824002 -3.132071 -3.099319 0.607259 
1577858838573024 -48.177701 -442.200881 4.863814 -3.131691 -3.100011 0.607192 
1577858838673178 -49.097783 -442.847277 4.908890 -3.130933 -3.100392 0.607195 
1577858838773338 -50.127848 -443.563100 4.950912 -3.129781 -3.100393 0.607003 
1577858838873506 -51.070222 -444.208812 4.991825 -3.129400 -3.099674 0.606998 
1577858838973159 -52.073677 -444.910992 5.040745 -3.127302 -3.096970 0.606786 
1577858839074077 -53.106862 -445.623178 5.087719 -3.125637 -3.093657 0.606376 
1577858839174481 -54.153534 -446.345041 5.148772 -3.124430 -3.093483 0.606182 
1577858839273041 -55.087664 -446.990757 5.197355 -3.124431 -3.094486 0.606191 
1577858839373332 -56.069445 -447.671505 5.238342 -3.124048 -3.095111 0.606004 
1577858839473434 -57.105248 -448.386571 5.288400 -3.123686 -3.093918 0.605611 
1577858839573253 -58.143940 -449.107226 5.333536 -3.124705 -3.093729 0.605418 
1577858839673318 -59.068781 -449.742372 5.383203 -3.124613 -3.093481 0.605225 
1577858839772913 -60.100343 -450.455093 5.434820 -3.125372 -3.090933 0.604821 
1577858839873048 -61.164123 -451.190728 5.485353 -3.125750 -3.087353 0.604601 
1577858839973207 -62.162855 -451.880502 5.551575 -3.125557 -3.085422 0.604395 
1577858840073656 -63.162073 -452.570646 5.612764 -3.126530 -3.084580 0.604390 
1577858840173068 -64.189721 -453.280811 5.676181 -3.126745 -3.085009 0.604200 
1577858840273283 -65.148116 -453.940987 5.739551 -3.129093 -3.086590 0.604405 
1577858840372995 -66.209842 -454.678755 5.793330 -3.128800 -3.087823 0.604414 
1577858840472996 -67.263855 -455.405484 5.858856 -3.129565 -3.088776 0.604612 
1577858840573266 -68.222690 -456.057823 5.910814 -3.128234 -3.089735 0.605004 
1577858840673386 -69.262189 -456.785808 5.969834 -3.127201 -3.090487 0.605393 
1577858840773005 -70.203426 -457.434899 6.027971 -3.126715 -3.090484 0.605777 
1577858840873217 -71.284158 -458.176465 6.081720 -3.125507 -3.089463 0.605961 
1577858840972816 -72.222888 -458.822287 6.143526 -3.126081 -3.087492 0.606137 
1577858841072976 -73.198472 -459.498842 6.204330 -3.126526 -3.086702 0.606168 
1577858841173137 -74.311432 -460.275203 6.272303 -3.127370 -3.087157 0.606518 
1577858841273261 -75.241678 -460.918189 6.335847 -3.129109 -3.086850 0.606853 
1577858841372878 -76.315369 -461.663305 6.394190 -3.128582 -3.088288 0.607102 
1577858841472493 -77.257214 -462.322356 6.459352 -3.128403 -3.090237 0.607457 
1577858841572724 -78.299573 -463.050654 6.516749 -3.128604 -3.089670 0.607688 
1577858841672954 -79.290626 -463.726024 6.581528 -3.127497 -3.087604 0.608057 
1577858841773083 -80.242618 -464.399143 6.645059 -3.126733 -3.085453 0.608040 
1577858841872802 -81.337341 -465.151630 6.711820 -3.125537 -3.082730 0.608211 
1577858841972892 -82.273435 -465.806661 6.785725 -3.125337 -3.079007 0.608182 
1577858842072408 -83.292264 -466.513339 6.862597 -3.124473 -3.076217 0.608353 
1577858842172729 -84.280303 -467.203999 6.938659 -3.125535 -3.074492 0.608724 
1577858842272955 -85.316422 -467.922289 7.021790 -3.126400 -3.072315 0.608708 
1577858842373048 -86.381397 -468.667306 7.096160 -3.130427 -3.072724 0.608901 
1577858842472960 -87.314181 -469.323863 7.175845 -3.131120 -3.082418 0.609371 
1577858842572775 -88.337542 -470.038707 7.257025 -3.131856 -3.095567 0.609844 
1577858842672388 -89.283199 -470.703504 7.310578 -3.131904 -3.095928 0.610038 
1577858842772700 -90.285853 -471.402185 7.361817 -3.130085 -3.086310 0.610349 
1577858842872854 -91.275667 -472.092440 7.413120 -3.128469 -3.079625 0.610464 
1577858842973221 -92.313461 -472.822641 7.486086 -3.128329 -3.079862 0.610683 
1577858843073210 -93.286891 -473.509290 7.547503 -3.128941 -3.083978 0.610906 
1577858843172727 -94.283664 -474.203903 7.612777 -3.128478 -3.086055 0.611115 
1577858843272378 -95.298768 -474.905351 7.678632 -3.129049 -3.085089 0.611107 
1577858843372631 -96.364810 -475.659521 7.740303 -3.127986 -3.083844 0.611289 
1577858843472947 -97.321733 -476.327706 7.807135 -3.127536 -3.084144 0.611675 
1577858843573821 -98.327045 -477.044189 7.876660 -3.127912 -3.084905 0.611873 
1577858843672874 -99.371929 -477.777266 7.943266 -3.126960 -3.085285 0.612067 
1577858843772746 -100.308306 -478.435577 8.008592 -3.127152 -3.085474 0.612261 
1577858843872767 -101.376894 -479.189945 8.066190 -3.127537 -3.086043 0.612649 
1577858843972570 -102.369515 -479.888115 8.130050 -3.127156 -3.085471 0.612645 
1577858844072722 -103.374120 -480.593881 8.193730 -3.127536 -3.083778 0.612632 
1577858844172963 -104.439566 -481.344281 8.254680 -3.126773 -3.082749 0.612624 
1577858844273100 -105.481747 -482.076532 8.327546 -3.126012 -3.083471 0.612821 
1577858844378101 -106.506253 -482.792233 8.385420 -3.125690 -3.085468 0.613028 
1577858844473006 -107.504807 -483.493353 8.435783 -3.126400 -3.086611 0.613421 
1577858844572594 -108.512836 -484.208226 8.487738 -3.126975 -3.086417 0.613803 
1577858844673314 -109.560224 -484.941482 8.540109 -3.127195 -3.085845 0.613798 
1577858844772932 -110.542105 -485.631792 8.597005 -3.128274 -3.085614 0.613988 
