# lidar_stamp x y z roll pitch yaw
1577858844872504 -111.645640 -486.414841 8.648648 -3.128312 -3.085925 0.613991 
1577858844972805 -112.611265 -487.089542 8.710223 -3.128693 -3.086608 0.613804 
1577858845072376 -113.647330 -487.818861 8.770181 -3.129070 -3.086678 0.613421 
1577858845172467 -114.698216 -488.558020 8.837365 -3.129068 -3.086301 0.613226 
1577858845272659 -115.678246 -489.248896 8.891892 -3.128685 -3.085659 0.613030 
1577858845372860 -116.772945 -490.012264 8.941405 -3.127730 -3.085470 0.612836 
1577858845472617 -117.739518 -490.690009 8.999135 -3.128682 -3.086586 0.612653 
1577858845572600 -118.743167 -491.401081 9.052330 -3.127536 -3.088401 0.612475 
1577858845672372 -119.770927 -492.117294 9.110029 -3.128627 -3.089808 0.612293 
1577858845772439 -120.834046 -492.867894 9.167505 -3.128869 -3.090033 0.612103 
1577858845872618 -121.851606 -493.579753 9.218408 -3.129523 -3.088635 0.611622 
1577858845972934 -122.923770 -494.327922 9.286052 -3.130066 -3.087581 0.611126 
1577858846072474 -123.912805 -495.024794 9.343021 -3.130573 -3.087584 0.610742 
1577858846172793 -124.978283 -495.767274 9.403722 -3.131441 -3.088541 0.610366 
1577858846272159 -125.928902 -496.433510 9.464369 -3.131092 -3.089307 0.609988 
1577858846372576 -127.000536 -497.186574 9.518055 -3.131498 -3.087761 0.609784 
1577858846472583 -128.059028 -497.919990 9.579417 -3.131979 -3.086724 0.609393 
1577858846572793 -129.013216 -498.581645 9.642260 -3.132656 -3.088666 0.609023 
1577858846672876 -130.077280 -499.317449 9.698971 -3.132272 -3.088899 0.608641 
1577858846772471 -131.127904 -500.049627 9.767300 -3.131978 -3.084546 0.608225 
1577858846872732 -132.123835 -500.747265 9.830879 -3.131098 -3.081500 0.608010 
1577858846972403 -133.170573 -501.471226 9.894584 -3.130480 -3.082778 0.607828 
1577858847072566 -134.176559 -502.167892 9.964610 -3.130163 -3.086532 0.607551 
1577858847172970 -135.217546 -502.895901 10.022417 -3.129645 -3.090116 0.607363 
1577858847272415 -136.164182 -503.555551 10.080264 -3.129781 -3.091044 0.607316 
1577858847372477 -137.239421 -504.299859 10.134863 -3.129777 -3.089488 0.606919 
1577858847471982 -138.291985 -505.027581 10.193700 -3.129392 -3.088761 0.606531 
1577858847572335 -139.282190 -505.713760 10.257007 -3.130153 -3.090542 0.606160 
1577858847672472 -140.343188 -506.446286 10.312690 -3.129961 -3.092008 0.605981 
1577858847772695 -141.320711 -507.124031 10.371288 -3.129387 -3.092234 0.605790 
1577858847872285 -142.337758 -507.835390 10.423218 -3.128519 -3.094212 0.605421 
1577858847972416 -143.346998 -508.528169 10.479170 -3.128427 -3.095829 0.605067 
1577858848072640 -144.361951 -509.230044 10.531154 -3.128427 -3.095656 0.605049 
1577858848172799 -145.382227 -509.937251 10.585798 -3.128424 -3.094689 0.604658 
1577858848272375 -146.438344 -510.666741 10.637132 -3.129374 -3.094310 0.604272 
1577858848372624 -147.514174 -511.411877 10.693552 -3.129297 -3.094502 0.604081 
1577858848472220 -148.477433 -512.068114 10.744262 -3.130133 -3.095652 0.603707 
1577858848572298 -149.531097 -512.796760 10.801741 -3.129881 -3.097427 0.603659 
1577858848672675 -150.574075 -513.517317 10.849131 -3.129176 -3.098323 0.603343 
1577858848772805 -151.531691 -514.180840 10.899571 -3.130119 -3.097944 0.603148 
1577858848872379 -152.612623 -514.918390 10.949385 -3.128907 -3.097945 0.602957 
1577858848972495 -153.618821 -515.610680 10.995882 -3.128599 -3.097946 0.602765 
1577858849072194 -154.591006 -516.277211 11.045533 -3.127355 -3.097227 0.602951 
1577858849172944 -155.654204 -517.012290 11.096314 -3.127233 -3.096609 0.602947 
1577858849272561 -156.707414 -517.728241 11.146524 -3.124884 -3.099465 0.603061 
1577858849372709 -157.688045 -518.398652 11.196118 -3.124981 -3.103991 0.603386 
1577858849472327 -158.735631 -519.122666 11.236759 -3.125172 -3.104778 0.603392 
1577858849572513 -159.782487 -519.846737 11.278633 -3.126012 -3.101521 0.603367 
1577858849672136 -160.733933 -520.503738 11.316778 -3.127400 -3.098191 0.603283 
1577858849772387 -161.804752 -521.235995 11.367005 -3.128248 -3.097750 0.603531 
1577858849872652 -162.870707 -521.974998 11.417324 -3.128607 -3.101782 0.603561 
1577858849972578 -163.859845 -522.654842 11.457234 -3.128611 -3.107028 0.603895 
1577858850072393 -164.831665 -523.322892 11.494954 -3.128802 -3.109192 0.604002 
1577858850172478 -165.900072 -524.062942 11.534266 -3.128612 -3.107882 0.603991 
1577858850272107 -166.970569 -524.804191 11.572209 -3.129610 -3.105712 0.603974 
1577858850372297 -167.954451 -525.478045 11.612657 -3.130137 -3.105290 0.603971 
1577858850473414 -169.018243 -526.214065 11.655605 -3.129949 -3.107161 0.604177 
1577858850572624 -170.072219 -526.943640 11.696010 -3.129379 -3.109602 0.604388 
1577858850672234 -171.057802 -527.628026 11.730790 -3.129517 -3.111614 0.604596 
1577858850772528 -172.124209 -528.367454 11.765021 -3.129955 -3.111670 0.604787 
1577858850872032 -173.210103 -529.121312 11.799579 -3.130145 -3.109758 0.604773 
1577858850972105 -174.226060 -529.821732 11.832709 -3.130527 -3.110908 0.604781 
1577858851073283 -175.322378 -530.575289 11.870356 -3.129471 -3.114840 0.605109 
1577858851172632 -176.322170 -531.270845 11.898668 -3.128055 -3.117974 0.605603 
1577858851272080 -177.396217 -532.016743 11.925402 -3.126721 -3.118271 0.605796 
1577858851372423 -178.485494 -532.781500 11.948963 -3.125958 -3.116278 0.605781 
1577858851471989 -179.498336 -533.469829 11.977027 -3.126149 -3.114329 0.605767 
1577858851572537 -180.585777 -534.222742 12.011438 -3.126627 -3.113757 0.605763 
1577858851672375 -181.653898 -534.967992 12.040787 -3.128381 -3.114272 0.605766 
1577858851772549 -182.652430 -535.650001 12.069818 -3.129033 -3.114921 0.605963 
1577858851872119 -183.752969 -536.414508 12.100736 -3.130160 -3.117072 0.606441 
1577858851972729 -184.739683 -537.101388 12.125646 -3.131279 -3.119088 0.607146 
1577858852072010 -185.819665 -537.852126 12.150402 -3.130927 -3.120618 0.607924 
1577858852172162 -186.939348 -538.629952 12.172774 -3.131060 -3.121746 0.608700 
1577858852272354 -187.935613 -539.325093 12.194079 -3.130572 -3.120412 0.609457 
1577858852372475 -189.057463 -540.106288 12.217789 -3.129240 -3.118032 0.610206 
1577858852472071 -190.048138 -540.796645 12.243508 -3.129435 -3.118983 0.610750 
1577858852572277 -191.158090 -541.578990 12.268111 -3.128678 -3.124601 0.611283 
1577858852671889 -192.245040 -542.338260 12.283039 -3.129062 -3.128909 0.611630 
1577858852772051 -193.256094 -543.050806 12.294746 -3.129252 -3.129885 0.611446 
1577858852872269 -194.302084 -543.781646 12.306737 -3.128509 -3.128807 0.611247 
1577858852972326 -195.406729 -544.553120 12.320923 -3.128294 -3.128024 0.611049 
1577858853071981 -196.422617 -545.269320 12.336684 -3.127338 -3.127834 0.610855 
1577858853172204 -197.529479 -546.039477 12.351782 -3.126818 -3.127262 0.610851 
1577858853271942 -198.553533 -546.754468 12.366679 -3.126954 -3.126882 0.610500 
1577858853371935 -199.671550 -547.545565 12.382787 -3.127367 -3.126919 0.610273 
1577858853472243 -200.796484 -548.327951 12.400170 -3.128477 -3.128929 0.610096 
1577858853572367 -201.783223 -549.016708 12.413370 -3.129621 -3.131081 0.610113 
1577858853671937 -202.812189 -549.738455 12.422609 -3.129562 -3.132802 0.609743 
1577858853772197 -203.897526 -550.491662 12.431167 -3.129428 -3.133628 0.609749 
1577858853871762 -204.996662 -551.258580 12.437053 -3.128513 -3.132836 0.610089 
1577858853972067 -206.134128 -552.050494 12.445806 -3.127645 -3.132608 0.610317 
1577858854072195 -207.143626 -552.755662 12.455877 -3.126954 -3.132606 0.610509 
1577858854172263 -208.262509 -553.546451 12.465033 -3.127717 -3.131843 0.610503 
1577858854271881 -209.382495 -554.326496 12.476265 -3.127649 -3.132344 0.610698 
1577858854372400 -210.433115 -555.052501 12.482914 -3.128102 -3.133366 0.610922 
1577858854471868 -211.538712 -555.826176 12.491671 -3.127342 -3.134127 0.611287 
1577858854571929 -212.547325 -556.524007 12.497674 -3.126774 -3.135451 0.611680 
1577858854672154 -213.614349 -557.278951 12.502237 -3.125923 -3.137453 0.611887 
1577858854772445 -214.695579 -558.033502 12.504803 -3.125633 -3.138317 0.612085 
1577858854872133 -215.806816 -558.811689 12.504425 -3.125600 -3.138887 0.612282 
1577858854972115 -216.919604 -559.596354 12.506901 -3.125253 -3.139269 0.612285 
1577858855072180 -217.953413 -560.318086 12.507318 -3.124644 -3.139842 0.612290 
1577858855171794 -219.072718 -561.110222 12.505068 -3.124299 -3.140414 0.612294 
1577858855272164 -220.093684 -561.824230 12.502751 -3.123536 -3.141177 0.612300 
1577858855372303 -221.231159 -562.619145 12.497432 -3.123788 -3.141432 0.612109 
1577858855471759 -222.237331 -563.322154 12.497103 -3.124430 -3.141561 0.611919 
1577858855572542 -223.332263 -564.085332 12.495572 -3.125226 3.141453 0.611728 
1577858855671671 -224.372707 -564.818533 12.494198 -3.126448 3.141489 0.611536 
1577858855771740 -225.497570 -565.607485 12.491413 -3.127154 -3.140419 0.611527 
1577858855872058 -226.598689 -566.377738 12.488429 -3.128648 -3.140452 0.611335 
1577858855972134 -227.750943 -567.180698 12.489856 -3.125888 3.136377 0.611383 
1577858856071728 -228.759175 -567.891342 12.489092 -3.126290 3.130649 0.611234 
1577858856172050 -229.874308 -568.674527 12.474314 -3.124415 3.132667 0.611603 
1577858856271615 -230.970418 -569.440758 12.454624 -3.124480 3.138138 0.611334 
1577858856371690 -231.999091 -570.151302 12.441643 -3.124783 3.140167 0.610970 
1577858856472056 -233.138794 -570.966444 12.435992 -3.126040 3.136961 0.610803 
1577858856572166 -234.265516 -571.743092 12.421438 -3.126384 3.132632 0.610836 
1577858856671697 -235.264299 -572.442184 12.405848 -3.126721 3.130932 0.610657 
1577858856771971 -236.412240 -573.243327 12.390650 -3.127716 3.131503 0.610461 
1577858856871572 -237.490792 -573.999393 12.370789 -3.128097 3.132457 0.610454 
1577858856971645 -238.573593 -574.756376 12.356632 -3.128286 3.131517 0.610269 
1577858857074421 -239.738384 -575.568936 12.341806 -3.128284 3.129103 0.610096 
1577858857172092 -240.745885 -576.274957 12.319184 -3.128284 3.128258 0.610103 
1577858857271649 -241.882958 -577.069737 12.298793 -3.127877 3.128065 0.609913 
1577858857371918 -243.043347 -577.876273 12.272196 -3.127234 3.127108 0.609536 
1577858857471529 -244.066839 -578.587656 12.251446 -3.126560 3.126344 0.609351 
1577858857571597 -245.210065 -579.386622 12.229300 -3.125564 3.125348 0.608974 
1577858857671933 -246.301437 -580.150493 12.201484 -3.124541 3.124242 0.608875 
1577858857774069 -247.405700 -580.924038 12.175872 -3.123692 3.124444 0.608598 
1577858857871593 -248.551257 -581.726529 12.149987 -3.124262 3.125574 0.608398 
1577858857971858 -249.693139 -582.525218 12.124648 -3.124641 3.127338 0.608000 
1577858858071498 -250.729109 -583.240355 12.103465 -3.125965 3.128239 0.607610 
1577858858171955 -251.820499 -584.010022 12.079870 -3.126999 3.126064 0.607435 
1577858858271864 -252.963555 -584.794496 12.052065 -3.127495 3.122902 0.607268 
1577858858371952 -254.154566 -585.629283 12.020269 -3.127684 3.119936 0.607098 
1577858858471546 -255.207691 -586.356251 11.990662 -3.127490 3.118884 0.606723 
1577858858571849 -256.326551 -587.128264 11.959586 -3.127297 3.118692 0.606534 
1577858858671436 -257.412226 -587.886648 11.923802 -3.126386 3.118309 0.606344 
1577858858771575 -258.580555 -588.695806 11.892089 -3.125352 3.119677 0.606141 
1577858858871864 -259.663866 -589.446355 11.852803 -3.124813 3.121295 0.605937 
1577858858971902 -260.830981 -590.261295 11.823476 -3.126119 3.122720 0.605736 
1577858859072493 -261.996073 -591.055663 11.793694 -3.126809 3.122599 0.605544 
1577858859171797 -263.064269 -591.794272 11.765101 -3.128043 3.116230 0.605401 
1577858859271420 -264.235715 -592.603251 11.732277 -3.127857 3.107670 0.605467 
1577858859371484 -265.329571 -593.361892 11.678360 -3.126730 3.107216 0.605278 
1577858859471804 -266.409763 -594.111361 11.634832 -3.125705 3.112874 0.605235 
1577858859571946 -267.634255 -594.953501 11.596098 -3.124805 3.116392 0.605208 
1577858859671491 -268.679686 -595.676499 11.555407 -3.124425 3.113688 0.605421 
1577858859771140 -269.835399 -596.473877 11.513451 -3.124809 3.108951 0.605841 
1577858859871332 -271.034184 -597.303146 11.458569 -3.125107 3.106863 0.606240 
1577858859972210 -272.091567 -598.033655 11.409361 -3.125579 3.107630 0.606234 
1577858860071757 -273.245667 -598.830613 11.366729 -3.126282 3.109152 0.606222 
1577858860171819 -274.288746 -599.559118 11.315420 -3.125577 3.109025 0.606415 
1577858860271532 -275.479318 -600.392436 11.267170 -3.124754 3.107568 0.606679 
1577858860371693 -276.544554 -601.122433 11.213392 -3.123480 3.106039 0.606821 
1577858860472325 -277.697464 -601.917799 11.160832 -3.122927 3.104961 0.607021 
1577858860571384 -278.833059 -602.710771 11.114921 -3.124512 3.105533 0.607017 
1577858860671799 -279.868461 -603.425476 11.059968 -3.124912 3.106296 0.607011 
1577858860771751 -281.023510 -604.232888 11.013217 -3.125771 3.105872 0.607056 
1577858860871435 -282.177046 -605.028420 10.957022 -3.125964 3.104963 0.607213 
1577858860972358 -283.234624 -605.759767 10.899985 -3.125366 3.104582 0.607408 
1577858861071265 -284.254700 -606.472920 10.855045 -3.125393 3.103631 0.607414 
1577858861171857 -285.404363 -607.265128 10.793705 -3.124440 3.103249 0.607609 
1577858861271735 -286.553754 -608.076196 10.739640 -3.125459 3.104648 0.607598 
1577858861371709 -287.697918 -608.858928 10.681090 -3.124921 3.106299 0.607395 
1577858861471328 -288.729659 -609.581632 10.630478 -3.125380 3.106108 0.607396 
1577858861573785 -289.899410 -610.397863 10.581438 -3.126970 3.105658 0.607590 
1577858861671203 -290.888525 -611.080209 10.529839 -3.126989 3.106421 0.607462 
1577858861771847 -292.051137 -611.891577 10.483499 -3.127165 3.107255 0.607578 
1577858861871605 -293.181188 -612.676274 10.430433 -3.127222 3.106873 0.607581 
1577858861971741 -294.276767 -613.445335 10.376022 -3.126689 3.105624 0.607782 
1577858862071283 -295.331055 -614.173417 10.329494 -3.127068 3.104587 0.608028 
1577858862171542 -296.365798 -614.894830 10.274936 -3.126737 3.104018 0.608370 
1577858862271178 -297.447696 -615.642489 10.221088 -3.127627 3.104525 0.608749 
1577858862371415 -298.598155 -616.446623 10.169501 -3.127510 3.105743 0.609507 
1577858862471555 -299.625937 -617.165693 10.118324 -3.128086 3.105443 0.610006 
1577858862571643 -300.741763 -617.943509 10.063881 -3.127336 3.104035 0.610670 
1577858862672572 -301.844243 -618.713236 10.009556 -3.126954 3.102871 0.611470 
1577858862771505 -302.947517 -619.487205 9.960620 -3.126391 3.102713 0.612483 
1577858862871061 -303.977206 -620.213841 9.900141 -3.126210 3.103268 0.613550 
1577858862971224 -305.048975 -620.968265 9.850272 -3.125184 3.105292 0.614769 
1577858863072450 -306.143478 -621.739070 9.797602 -3.125090 3.106938 0.616206 
1577858863171607 -307.235416 -622.512117 9.749080 -3.124153 3.106533 0.618165 
1577858863271177 -308.263252 -623.246594 9.701068 -3.124360 3.104025 0.620144 
1577858863371486 -309.346730 -624.020746 9.640808 -3.124187 3.102404 0.622168 
1577858863471087 -310.449453 -624.813467 9.584507 -3.124588 3.102857 0.624343 
1577858863571175 -311.535545 -625.600051 9.536436 -3.124034 3.104459 0.626309 
1577858863671494 -312.515571 -626.311754 9.482966 -3.123861 3.104930 0.628273 
1577858863771545 -313.586203 -627.093829 9.437518 -3.124278 3.104360 0.630616 
1577858863872245 -314.690638 -627.899321 9.381455 -3.125047 3.104282 0.632984 
1577858863971366 -315.667955 -628.613984 9.331818 -3.124876 3.105434 0.635076 
1577858864071054 -316.698014 -629.377182 9.281846 -3.124390 3.105636 0.637165 
1577858864171205 -317.745005 -630.153737 9.229327 -3.123068 3.103417 0.639557 
1577858864271497 -318.825195 -630.956470 9.173163 -3.123222 3.102369 0.642126 
1577858864371483 -319.893622 -631.749782 9.134728 -3.122839 3.103141 0.644435 
1577858864471103 -320.898380 -632.511619 9.090309 -3.123352 3.104200 0.646690 
1577858864571380 -321.906231 -633.274998 9.048902 -3.124045 3.105416 0.648758 
1577858864671063 -322.937752 -634.051407 9.005761 -3.124639 3.106622 0.651051 
1577858864771782 -324.003743 -634.867049 8.966527 -3.125042 3.106640 0.653436 
1577858864871809 -325.073590 -635.685786 8.920906 -3.125445 3.105894 0.655797 
1577858864971431 -326.027329 -636.425227 8.872432 -3.126036 3.105526 0.657793 
1577858865071240 -327.057471 -637.223423 8.832333 -3.127435 3.106116 0.660129 
1577858865170748 -328.108573 -638.040974 8.774073 -3.131504 3.109544 0.662191 
1577858865271050 -328.999228 -638.730692 8.730269 -3.132007 3.111261 0.663921 
1577858865371989 -330.143137 -639.631953 8.689779 -3.130117 3.102136 0.666162 
1577858865471342 -331.100731 -640.386477 8.649644 -3.128596 3.090563 0.668472 
1577858865570988 -332.106411 -641.178960 8.599655 -3.126336 3.085426 0.670633 
1577858865670982 -333.131854 -641.987242 8.523492 -3.126165 3.088882 0.672573 
1577858865770701 -334.125791 -642.782749 8.456538 -3.126249 3.094969 0.674245 
1577858865870919 -335.127415 -643.584242 8.397379 -3.127915 3.099067 0.675728 
1577858865971080 -336.133996 -644.389648 8.337068 -3.128383 3.100704 0.677275 
1577858866071312 -337.100148 -645.169984 8.287972 -3.128984 3.099356 0.679156 
1577858866171328 -338.044941 -645.931959 8.229836 -3.127453 3.097358 0.681000 
1577858866271001 -339.058927 -646.755346 8.166544 -3.128157 3.095974 0.682782 
1577858866370651 -340.073858 -647.579432 8.108145 -3.128375 3.096558 0.684326 
1577858866470886 -341.097786 -648.415378 8.039755 -3.128464 3.098357 0.685729 
1577858866570968 -342.096625 -649.234167 7.988209 -3.130225 3.099924 0.686900 
1577858866671784 -343.022463 -650.000168 7.934359 -3.131275 3.101924 0.688121 
1577858866770964 -344.053113 -650.841599 7.879957 -3.131401 3.103269 0.689533 
1577858866871156 -344.983135 -651.614691 7.822725 -3.129966 3.103279 0.690796 
1577858866971146 -346.024140 -652.477892 7.769030 -3.128926 3.105244 0.692123 
1577858867072608 -347.041255 -653.322042 7.724007 -3.126557 3.108703 0.693400 
1577858867170937 -347.988643 -654.108094 7.677472 -3.126188 3.111316 0.694591 
1577858867271852 -348.987827 -654.943379 7.633946 -3.126238 3.111706 0.695951 
1577858867370801 -350.032013 -655.820944 7.592441 -3.125541 3.111624 0.697164 
1577858867471089 -350.953673 -656.600423 7.548611 -3.125461 3.113042 0.698380 
1577858867571567 -351.983867 -657.464925 7.511708 -3.124521 3.114021 0.699784 
1577858867671254 -352.982291 -658.308913 7.470713 -3.124154 3.114032 0.701265 
1577858867770871 -353.983634 -659.151447 7.432334 -3.123783 3.114421 0.702492 
1577858867870593 -354.952142 -659.970260 7.391343 -3.124750 3.114812 0.703565 
1577858867971063 -355.963964 -660.829940 7.349161 -3.124952 3.115773 0.704926 
1577858868075427 -357.032468 -661.742058 7.314118 -3.124204 3.116166 0.706419 
1577858868171355 -357.934507 -662.514417 7.276351 -3.124025 3.116175 0.707768 
1577858868271486 -358.971021 -663.403263 7.237016 -3.124038 3.117035 0.709103 
1577858868370804 -359.967971 -664.261467 7.201732 -3.124497 3.119500 0.710429 
1577858868470489 -360.947465 -665.105916 7.167245 -3.125249 3.121393 0.711758 
1577858868570738 -361.937619 -665.961160 7.140895 -3.125601 3.120938 0.712950 
1577858868670887 -362.932724 -666.817113 7.110681 -3.125234 3.120034 0.714451 
1577858868771094 -363.946918 -667.696487 7.077076 -3.124675 3.120689 0.715863 
1577858868871862 -364.981725 -668.599424 7.041733 -3.123733 3.121899 0.717064 
1577858868970794 -365.912793 -669.417820 7.011242 -3.123173 3.122349 0.718284 
1577858869072360 -366.965592 -670.328338 6.983743 -3.123757 3.122093 0.719614 
1577858869171244 -367.890831 -671.145838 6.956251 -3.123206 3.120640 0.720966 
1577858869270923 -368.899145 -672.027416 6.921466 -3.124926 3.121720 0.722108 
1577858869371260 -369.940484 -672.949868 6.892462 -3.124102 3.126928 0.723342 
1577858869470600 -370.846814 -673.750618 6.869863 -3.124231 3.129212 0.724507 
1577858869571445 -371.796058 -674.590410 6.850523 -3.123438 3.129647 0.725925 
1577858869671624 -372.821973 -675.500009 6.831174 -3.122881 3.130368 0.727420 
1577858869771086 -373.770927 -676.339520 6.813820 -3.122704 3.131765 0.728975 
1577858869870702 -374.838912 -677.298140 6.792806 -3.122908 3.131584 0.730288 
1577858869970983 -375.801528 -678.162939 6.774957 -3.124640 3.131744 0.731971 
1577858870070587 -376.829043 -679.076324 6.760586 -3.124660 3.133168 0.733956 
1577858870170701 -377.815744 -679.973494 6.745988 -3.125058 3.133144 0.735697 
1577858870271031 -378.745406 -680.821118 6.730077 -3.124504 3.133155 0.737521 
1577858870370569 -379.781129 -681.763179 6.712499 -3.126240 3.135149 0.739504 
1577858870470650 -380.780774 -682.674958 6.702013 -3.125982 3.137378 0.741458 
1577858870570964 -381.718832 -683.530750 6.692824 -3.124391 3.136017 0.743507 
1577858870671070 -382.710942 -684.449105 6.681442 -3.124962 3.132749 0.745503 
1577858870770634 -383.611695 -685.283267 6.664061 -3.124602 3.133029 0.747534 
1577858870870937 -384.640077 -686.232555 6.647237 -3.124428 3.137870 0.749259 
1577858870970523 -385.629661 -687.160807 6.641376 -3.125865 -3.141276 0.751013 
1577858871070717 -386.530795 -687.995788 6.638229 -3.125841 -3.141497 0.752805 
1577858871170880 -387.502269 -688.908155 6.632102 -3.125244 3.139018 0.754766 
1577858871272779 -388.532887 -689.883474 6.622080 -3.124425 3.137857 0.757033 
1577858871370581 -389.436900 -690.735053 6.607993 -3.120737 3.138631 0.758795 
1577858871471616 -390.417238 -691.669402 6.602071 -3.119827 3.140226 0.760584 
1577858871570487 -391.337087 -692.547596 6.597592 -3.121128 -3.139768 0.762613 
1577858871672339 -392.310098 -693.479216 6.599381 -3.119044 -3.135244 0.764374 
1577858871770915 -393.213497 -694.351186 6.604224 -3.120343 -3.133256 0.765810 
1577858871870468 -394.224379 -695.324487 6.607746 -3.120505 -3.134580 0.767662 
1577858871970538 -395.110797 -696.179269 6.614108 -3.123168 -3.134008 0.769281 
1577858872070874 -396.023561 -697.071471 6.622830 -3.125403 -3.128821 0.770864 
1577858872176329 -397.030219 -698.049813 6.638919 -3.127907 -3.125775 0.772509 
1577858872270628 -397.895621 -698.895958 6.655486 -3.130049 -3.127308 0.774046 
1577858872370829 -398.836090 -699.818624 6.665686 -3.129460 -3.131412 0.775954 
1577858872470755 -399.768945 -700.739648 6.675685 -3.128893 -3.134333 0.777929 
1577858872570542 -400.712894 -701.646508 6.680383 -3.127241 -3.133711 0.779678 
1577858872671553 -401.618690 -702.564708 6.685303 -3.128943 -3.132125 0.781634 
1577858872770958 -402.517473 -703.462529 6.691282 -3.129534 -3.131243 0.783293 
1577858872870536 -403.466029 -704.390471 6.695351 -3.129235 -3.131488 0.785066 
1577858872970762 -404.361745 -705.306280 6.703282 -3.128729 -3.134234 0.786625 
1577858873070356 -405.233870 -706.170394 6.707213 -3.126437 -3.138273 0.788684 
1577858873170573 -406.153825 -707.107807 6.707283 -3.124835 -3.139101 0.790470 
1577858873270786 -407.055981 -708.021866 6.707781 -3.122489 -3.133123 0.791793 
1577858873370889 -407.908678 -708.885049 6.712599 -3.122040 -3.128362 0.793380 
1577858873470535 -408.784264 -709.775467 6.726888 -3.123930 -3.129748 0.795301 
1577858873570726 -409.682567 -710.701189 6.737555 -3.125109 -3.135070 0.797307 
1577858873671149 -410.529238 -711.560968 6.738296 -3.126770 -3.137065 0.798783 
1577858873772779 -411.449985 -712.514945 6.739593 -3.125452 -3.136619 0.800370 
1577858873870790 -412.344513 -713.423665 6.739097 -3.126543 -3.134881 0.801702 
1577858873970384 -413.161157 -714.288688 6.743875 -3.127823 -3.134346 0.803017 
1577858874070414 -414.041685 -715.191840 6.747660 -3.127072 -3.135130 0.804200 
1577858874170678 -414.913491 -716.099773 6.749523 -3.128770 -3.133346 0.805146 
1577858874270766 -415.757775 -716.985035 6.756143 -3.127761 -3.129589 0.805986 
1577858874370492 -416.637520 -717.898200 6.756592 -3.126317 -3.127480 0.806944 
1577858874470746 -417.513111 -718.806495 6.763565 -3.126417 -3.127794 0.808120 
1577858874570248 -418.338976 -719.669967 6.771297 -3.127269 -3.129783 0.809298 
1577858874670335 -419.207410 -720.576758 6.776127 -3.126369 -3.131468 0.810121 
1577858874770649 -420.013185 -721.426950 6.778403 -3.126855 -3.130796 0.811170 
1577858874870801 -420.930208 -722.383011 6.782714 -3.127213 -3.131265 0.812361 
1577858874970344 -421.709168 -723.219080 6.789845 -3.124662 -3.131639 0.813574 
1577858875070517 -422.485681 -724.033803 6.794777 -3.125352 -3.129175 0.814221 
1577858875170248 -423.318135 -724.922078 6.802418 -3.127095 -3.125803 0.815075 
1577858875270306 -424.153784 -725.804725 6.818641 -3.127576 -3.125520 0.816224 
1577858875370615 -425.038876 -726.751335 6.828216 -3.128158 -3.128081 0.817241 
1577858875470682 -425.883576 -727.645738 6.837918 -3.128932 -3.131530 0.818284 
1577858875570502 -426.645943 -728.462469 6.839873 -3.128939 -3.133895 0.818956 
1577858875670551 -427.477740 -729.353543 6.843297 -3.129328 -3.134848 0.819728 
1577858875770381 -428.285523 -730.219487 6.845740 -3.129676 -3.135607 0.820347 
1577858875870481 -429.116439 -731.103516 6.845545 -3.129535 -3.137448 0.821276 
1577858875970668 -429.889488 -731.953699 6.845531 -3.127986 -3.138080 0.821663 
1577858876070721 -430.721554 -732.849154 6.844509 -3.128015 -3.136154 0.821948 
1577858876170244 -431.476333 -733.658686 6.847379 -3.126877 -3.133894 0.822583 
1577858876269910 -432.301561 -734.547868 6.854023 -3.128846 -3.133056 0.823225 
1577858876370159 -433.087081 -735.393196 6.857241 -3.128225 -3.135207 0.823756 
1577858876470312 -433.871410 -736.250952 6.862529 -3.128803 -3.137691 0.824346 
1577858876570519 -434.632912 -737.069483 6.861150 -3.127627 -3.137799 0.824766 
1577858876670098 -435.444993 -737.957943 6.858324 -3.127445 -3.133766 0.825282 
1577858876770720 -436.272274 -738.851881 6.860848 -3.127483 -3.128201 0.825827 
1577858876870916 -437.070726 -739.708056 6.869171 -3.126915 -3.127126 0.826204 
1577858876970583 -437.801068 -740.507520 6.883936 -3.126921 -3.129637 0.826783 
1577858877070240 -438.592875 -741.379372 6.892402 -3.127115 -3.131944 0.827231 
1577858877170479 -439.344370 -742.196221 6.897337 -3.127123 -3.132704 0.827962 
1577858877270143 -440.129357 -743.047412 6.903495 -3.124267 -3.133654 0.828563 
1577858877370156 -440.922585 -743.898906 6.907884 -3.126847 -3.131176 0.829295 
1577858877470501 -441.602650 -744.659367 6.914262 -3.126621 -3.123395 0.830162 
1577858877570546 -442.392862 -745.521915 6.925639 -3.127924 -3.117583 0.831744 
1577858877670149 -443.125366 -746.337209 6.942972 -3.128515 -3.119511 0.833450 
1577858877770352 -443.897182 -747.182950 6.966086 -3.129167 -3.127377 0.835281 
1577858877870023 -444.596455 -747.963343 6.976336 -3.129887 -3.132767 0.837128 
1577858877970179 -445.327399 -748.771407 6.981292 -3.130475 -3.135103 0.838691 
1577858878071032 -446.094738 -749.631100 6.982097 -3.129923 -3.136530 0.840526 
1577858878170141 -446.770044 -750.388681 6.984132 -3.129939 -3.137205 0.842124 
1577858878270171 -447.516870 -751.214394 6.985847 -3.129187 -3.136616 0.843904 
1577858878370669 -448.263070 -752.053137 6.991015 -3.128255 -3.134241 0.845313 
